+------------+--------+--------+----------+----------+----------+-----------+-----------+---------------------------------+
| identifier | e_rmse | f_rmse | f_rmse_H | f_rmse_C | f_rmse_N | f_rmse_Br | f_rmse_Pb |                          stdout |
|        818 |   0.36 |  35.54 |    24.40 |    51.85 |    40.35 |     33.69 |     53.58 | task_28107_cp2k_singlepoint_pre |
|        819 |   0.18 |  31.94 |    21.34 |    41.42 |    36.23 |     33.51 |     48.26 | task_28103_cp2k_singlepoint_pre |
|        820 |   0.50 |  32.16 |    23.16 |    47.92 |    35.61 |     29.80 |     47.87 | task_28111_cp2k_singlepoint_pre |
|        821 |   0.15 |  34.59 |    26.30 |    47.30 |    39.38 |     31.67 |     51.32 | task_28113_cp2k_singlepoint_pre |
|        822 |   1.12 |  35.34 |    24.63 |    48.60 |    41.21 |     33.38 |     54.71 | task_28115_cp2k_singlepoint_pre |
|        823 |   0.23 |  37.62 |    27.67 |    51.16 |    43.82 |     35.66 |     55.03 | task_28109_cp2k_singlepoint_pre |
|        824 |   0.58 |  40.16 |    28.31 |    58.30 |    45.63 |     38.78 |     59.00 | task_28117_cp2k_singlepoint_pre |
|        825 |   0.57 |  29.09 |    21.91 |    42.61 |    35.69 |     24.86 |     39.13 | task_28119_cp2k_singlepoint_pre |
|        826 |   0.54 |  29.06 |    21.93 |    37.21 |    35.44 |     27.50 |     39.30 | task_28131_cp2k_singlepoint_pre |
|        827 |   0.45 |  28.15 |    21.52 |    39.47 |    34.56 |     25.79 |     35.28 | task_28129_cp2k_singlepoint_pre |
|        828 |   0.39 |  31.80 |    21.62 |    53.85 |    35.49 |     28.79 |     43.09 | task_28125_cp2k_singlepoint_pre |
|        829 |   0.00 |  30.98 |    23.57 |    40.53 |    37.86 |     29.10 |     40.58 | task_28123_cp2k_singlepoint_pre |
|        830 |   0.06 |  31.36 |    23.54 |    45.79 |    38.41 |     28.99 |     38.01 | task_28127_cp2k_singlepoint_pre |
|        831 |   0.37 |  35.26 |    25.06 |    50.71 |    40.01 |     35.06 |     46.96 | task_28121_cp2k_singlepoint_pre |
|        832 |   0.88 |  33.05 |    21.81 |    42.79 |    35.00 |     32.64 |     54.69 | task_28133_cp2k_singlepoint_pre |
|        833 |   0.37 |  27.23 |    21.68 |    40.43 |    32.26 |     24.36 |     32.44 | task_28135_cp2k_singlepoint_pre |
|        834 |   0.35 |  31.12 |    22.53 |    44.60 |    38.03 |     28.08 |     42.88 | task_28137_cp2k_singlepoint_pre |
|        835 |   0.07 |  30.90 |    22.89 |    42.44 |    36.28 |     29.04 |     43.27 | task_28149_cp2k_singlepoint_pre |
|        836 |   0.65 |  37.89 |    27.76 |    51.70 |    42.89 |     33.84 |     59.91 | task_28145_cp2k_singlepoint_pre |
|        837 |   0.00 |  36.25 |    24.64 |    57.14 |    43.64 |     33.12 |     48.63 | task_28147_cp2k_singlepoint_pre |
|        838 |   0.18 |  39.38 |    25.81 |    57.34 |    43.19 |     39.07 |     60.65 | task_28143_cp2k_singlepoint_pre |
|        839 |   0.14 |  40.06 |    29.51 |    56.16 |    43.01 |     39.58 |     57.88 | task_28141_cp2k_singlepoint_pre |
|        840 |   3.82 | 551.57 |   401.03 |   128.99 |   435.23 |    902.67 |     81.66 | task_28139_cp2k_singlepoint_pre |
|        841 |   0.98 |  43.94 |    30.87 |    61.90 |    55.70 |     41.42 |     56.78 | task_28151_cp2k_singlepoint_pre |
|        842 |   0.87 |  30.29 |    22.98 |    46.45 |    36.81 |     26.51 |     37.34 | task_28153_cp2k_singlepoint_pre |
|        843 |   0.42 |  28.98 |    21.60 |    40.46 |    33.85 |     28.09 |     38.33 | task_28155_cp2k_singlepoint_pre |
|        844 |   0.57 |  28.18 |    21.69 |    40.26 |    35.11 |     25.35 |     34.16 | task_28157_cp2k_singlepoint_pre |
|        845 |   0.42 |  37.09 |    28.32 |    49.53 |    46.07 |     32.51 |     51.73 | task_28163_cp2k_singlepoint_pre |
|        846 |   0.85 |  30.60 |    22.42 |    39.17 |    36.02 |     31.72 |     40.51 | task_28161_cp2k_singlepoint_pre |
|        847 |   0.45 |  33.75 |    26.05 |    49.51 |    38.80 |     30.84 |     44.76 | task_28167_cp2k_singlepoint_pre |
|        848 |   0.55 |  36.56 |    24.82 |    50.63 |    44.00 |     34.01 |     56.77 | task_28159_cp2k_singlepoint_pre |
|        849 |   1.31 |  36.73 |    27.38 |    53.94 |    47.21 |     30.70 |     47.50 | task_28165_cp2k_singlepoint_pre |
|        850 |   0.64 |  28.84 |    20.74 |    41.18 |    34.23 |     27.39 |     39.08 | task_29755_cp2k_singlepoint_pre |
|        851 |   0.19 |  28.37 |    20.79 |    42.47 |    33.37 |     26.38 |     36.99 | task_29757_cp2k_singlepoint_pre |
|        852 |   0.07 |  27.79 |    21.23 |    35.05 |    33.58 |     25.38 |     39.69 | task_29761_cp2k_singlepoint_pre |
|        853 |   0.90 |  36.30 |    25.70 |    53.31 |    42.38 |     35.50 |     47.32 | task_29759_cp2k_singlepoint_pre |
|        854 |   0.43 |  33.25 |    25.57 |    46.65 |    40.35 |     30.17 |     42.48 | task_29763_cp2k_singlepoint_pre |
|        855 |   0.02 |  32.74 |    23.33 |    48.56 |    39.31 |     28.89 |     46.12 | task_29765_cp2k_singlepoint_pre |
|        856 |   0.01 |  32.28 |    22.10 |    46.22 |    35.58 |     32.39 |     45.98 | task_29769_cp2k_singlepoint_pre |
|        857 |   0.14 |  41.70 |    25.67 |    71.56 |    49.59 |     36.47 |     58.45 | task_29767_cp2k_singlepoint_pre |
|        858 |   0.49 |  27.63 |    21.29 |    42.51 |    34.18 |     23.62 |     32.83 | task_29771_cp2k_singlepoint_pre |
|        859 |   0.19 |  29.44 |    21.22 |    42.29 |    36.55 |     27.62 |     37.44 | task_29773_cp2k_singlepoint_pre |
|        860 |   0.42 |  34.49 |    27.44 |    45.49 |    41.66 |     31.82 |     43.99 | task_29777_cp2k_singlepoint_pre |
|        861 |   0.14 |  32.42 |    23.90 |    46.35 |    36.93 |     29.86 |     46.92 | task_29775_cp2k_singlepoint_pre |
|        862 |   0.52 |  35.14 |    24.27 |    50.38 |    43.04 |     32.89 |     48.88 | task_29779_cp2k_singlepoint_pre |
|        863 |   0.77 |  45.26 |    30.78 |    58.86 |    47.43 |     45.50 |     75.27 | task_29781_cp2k_singlepoint_pre |
|        864 |   0.66 |  36.15 |    26.07 |    53.07 |    41.69 |     34.32 |     49.57 | task_29783_cp2k_singlepoint_pre |
|        865 |   0.92 |  37.65 |    26.92 |    48.82 |    42.22 |     37.73 |     56.31 | task_29785_cp2k_singlepoint_pre |
|        866 |   0.83 |  39.87 |    27.50 |    62.85 |    45.63 |     36.64 |     56.15 | task_29787_cp2k_singlepoint_pre |
|        867 |   0.50 |  29.54 |    21.24 |    46.85 |    36.90 |     24.63 |     38.45 | task_29789_cp2k_singlepoint_pre |
|        868 |   0.73 |  28.25 |    21.55 |    38.34 |    30.96 |     27.70 |     39.83 | task_29793_cp2k_singlepoint_pre |
|        869 |   0.34 |  27.88 |    20.43 |    43.01 |    31.81 |     26.79 |     35.10 | task_29791_cp2k_singlepoint_pre |
|        870 |   0.47 |  31.04 |    25.58 |    43.36 |    35.78 |     28.45 |     37.84 | task_29795_cp2k_singlepoint_pre |
|        871 |   0.47 |  34.90 |    25.42 |    51.72 |    42.20 |     32.46 |     45.01 | task_29797_cp2k_singlepoint_pre |
|        872 |   0.99 |  32.91 |    23.29 |    49.59 |    38.30 |     32.10 |     43.17 | task_29801_cp2k_singlepoint_pre |
|        873 |   0.32 |  38.69 |    30.08 |    53.97 |    44.80 |     38.06 |     47.25 | task_29799_cp2k_singlepoint_pre |
|        874 |   0.89 |  37.05 |    27.89 |    47.49 |    40.94 |     37.54 |     54.33 | task_29803_cp2k_singlepoint_pre |
|        875 |   0.36 |  28.38 |    21.88 |    42.36 |    35.71 |     23.23 |     36.15 | task_29805_cp2k_singlepoint_pre |
|        876 |   0.56 |  33.34 |    24.80 |    50.78 |    41.05 |     29.87 |     40.42 | task_29809_cp2k_singlepoint_pre |
|        877 |   0.25 |  29.25 |    20.94 |    43.30 |    31.68 |     29.48 |     39.36 | task_29807_cp2k_singlepoint_pre |
|        878 |   0.36 |  30.53 |    24.07 |    40.76 |    34.76 |     28.67 |     41.36 | task_29811_cp2k_singlepoint_pre |
|        879 |   0.24 |  30.25 |    22.67 |    42.05 |    36.16 |     27.28 |     41.87 | task_29813_cp2k_singlepoint_pre |
|        880 |   0.04 |  32.11 |    23.21 |    46.67 |    37.87 |     30.27 |     42.74 | task_29817_cp2k_singlepoint_pre |
|        881 |   0.13 |  34.85 |    23.63 |    48.45 |    34.93 |     35.30 |     55.01 | task_29815_cp2k_singlepoint_pre |
|        882 |   0.81 |  34.17 |    23.03 |    47.21 |    35.56 |     34.08 |     53.64 | task_29819_cp2k_singlepoint_pre |
|        883 |   0.55 |  28.63 |    22.91 |    42.33 |    34.75 |     24.87 |     33.93 | task_29821_cp2k_singlepoint_pre |
|        884 |   0.34 |  31.57 |    22.35 |    42.14 |    36.01 |     32.26 |     44.43 | task_29823_cp2k_singlepoint_pre |
|        885 |   0.29 |  30.50 |    24.37 |    41.32 |    35.51 |     27.90 |     40.36 | task_29825_cp2k_singlepoint_pre |
|        886 |   1.60 |  33.47 |    24.56 |    44.13 |    38.21 |     33.83 |     46.07 | task_29827_cp2k_singlepoint_pre |
|        887 |   0.46 |  36.13 |    26.32 |    50.83 |    42.67 |     34.61 |     48.77 | task_29829_cp2k_singlepoint_pre |
|        888 |   0.04 |  44.51 |    31.96 |    61.44 |    51.39 |     43.35 |     62.98 | task_29833_cp2k_singlepoint_pre |
|        889 |   0.01 |  41.88 |    28.95 |    54.01 |    45.36 |     44.15 |     63.10 | task_29831_cp2k_singlepoint_pre |
|        890 |   0.10 |  35.64 |    25.73 |    42.70 |    38.72 |     37.88 |     52.93 | task_29837_cp2k_singlepoint_pre |
|        891 |   2.00 |  44.24 |    28.97 |    62.06 |    53.99 |     41.79 |     66.11 | task_29835_cp2k_singlepoint_pre |
|        892 |   0.47 |  29.97 |    21.92 |    42.44 |    36.17 |     27.62 |     40.96 | task_29839_cp2k_singlepoint_pre |
|        893 |   0.43 |  31.14 |    23.74 |    43.02 |    38.70 |     28.12 |     40.14 | task_29841_cp2k_singlepoint_pre |
|        894 |   0.76 |  31.31 |    22.22 |    47.65 |    36.89 |     28.95 |     42.59 | task_29845_cp2k_singlepoint_pre |
|        895 |   0.38 |  31.69 |    23.12 |    41.86 |    40.54 |     29.74 |     41.43 | task_29843_cp2k_singlepoint_pre |
|        896 |   1.12 |  34.31 |    27.26 |    45.22 |    39.38 |     30.05 |     51.24 | task_29849_cp2k_singlepoint_pre |
|        897 |   0.47 |  34.61 |    26.43 |    49.82 |    38.53 |     32.31 |     48.85 | task_29847_cp2k_singlepoint_pre |
|        898 |   0.72 |  38.19 |    28.41 |    54.11 |    44.66 |     35.09 |     54.45 | task_29851_cp2k_singlepoint_pre |
|        899 |   0.69 |  37.61 |    26.95 |    51.87 |    43.44 |     37.30 |     53.66 | task_29853_cp2k_singlepoint_pre |
+------------+--------+--------+----------+----------+----------+-----------+-----------+---------------------------------+
